name,team,opposition,overs,maidens,runs,wickets,economy,match_id,year
Morne Morkel,RR,RCB,3.0,0,34,0,11.33,royal-challengers-bangalore-vs-rajasthan-royals-10th-match-419115,2010
Shane Warne,RR,RCB,2.0,0,12,0,6.00,royal-challengers-bangalore-vs-rajasthan-royals-10th-match-419115,2010
Sumit Narwal,RR,RCB,2.4,0,24,0,9.00,royal-challengers-bangalore-vs-rajasthan-royals-10th-match-419115,2010
Albie Morkel,CSK,DC,3.0,0,26,0,8.66,delhi-daredevils-vs-chennai-super-kings-11th-match-419116,2010
Ravichandran Ashwin,CSK,DC,4.0,0,40,1,10.00,delhi-daredevils-vs-chennai-super-kings-11th-match-419116,2010
Joginder Sharma,CSK,DC,4.0,0,43,1,10.75,delhi-daredevils-vs-chennai-super-kings-11th-match-419116,2010
Lakshmipathy Balaji,CSK,DC,3.0,0,21,2,7.00,delhi-daredevils-vs-chennai-super-kings-11th-match-419116,2010
Justin Kemp,CSK,DC,1.0,0,14,0,14.00,delhi-daredevils-vs-chennai-super-kings-11th-match-419116,2010
Muthiah Muralidaran,CSK,DC,4.0,0,25,2,6.25,delhi-daredevils-vs-chennai-super-kings-11th-match-419116,2010
Suresh Raina,CSK,DC,1.0,0,12,0,12.00,delhi-daredevils-vs-chennai-super-kings-11th-match-419116,2010
Dirk Nannes,DC,CSK,4.0,0,18,1,4.50,delhi-daredevils-vs-chennai-super-kings-11th-match-419116,2010
Umesh Yadav,DC,CSK,4.0,0,38,1,9.50,delhi-daredevils-vs-chennai-super-kings-11th-match-419116,2010
Pradeep Sangwan,DC,CSK,4.0,0,46,0,11.50,delhi-daredevils-vs-chennai-super-kings-11th-match-419116,2010
Rajat Bhatia,DC,CSK,2.0,0,31,0,15.50,delhi-daredevils-vs-chennai-super-kings-11th-match-419116,2010
Tillakaratne Dilshan,DC,CSK,2.1,0,30,1,13.84,delhi-daredevils-vs-chennai-super-kings-11th-match-419116,2010
Amit Mishra,DC,CSK,3.0,0,25,1,8.33,delhi-daredevils-vs-chennai-super-kings-11th-match-419116,2010
Irfan Pathan,PBKS,SRH,3.0,0,16,1,5.33,deccan-chargers-vs-kings-xi-punjab-12th-match-419117,2010
Sreesanth,PBKS,SRH,4.0,0,51,0,12.75,deccan-chargers-vs-kings-xi-punjab-12th-match-419117,2010
Shalabh Srivastava,PBKS,SRH,4.0,0,39,1,9.75,deccan-chargers-vs-kings-xi-punjab-12th-match-419117,2010
Piyush Chawla,PBKS,SRH,3.0,0,24,0,8.00,deccan-chargers-vs-kings-xi-punjab-12th-match-419117,2010
Bipul Sharma,PBKS,SRH,2.0,0,19,1,9.50,deccan-chargers-vs-kings-xi-punjab-12th-match-419117,2010
Yuvraj Singh,PBKS,SRH,4.0,0,21,2,5.25,deccan-chargers-vs-kings-xi-punjab-12th-match-419117,2010
Chaminda Vaas,SRH,PBKS,4.0,0,27,2,6.75,deccan-chargers-vs-kings-xi-punjab-12th-match-419117,2010
RP Singh,SRH,PBKS,4.0,0,43,1,10.75,deccan-chargers-vs-kings-xi-punjab-12th-match-419117,2010
Andrew Symonds,SRH,PBKS,4.0,0,22,1,5.50,deccan-chargers-vs-kings-xi-punjab-12th-match-419117,2010
Pragyan Ojha,SRH,PBKS,4.0,0,31,1,7.75,deccan-chargers-vs-kings-xi-punjab-12th-match-419117,2010
Rohit Sharma,SRH,PBKS,3.0,0,19,1,6.33,deccan-chargers-vs-kings-xi-punjab-12th-match-419117,2010
Jaskaran Singh,SRH,PBKS,1.0,0,12,1,12.00,deccan-chargers-vs-kings-xi-punjab-12th-match-419117,2010
Ashok Dinda,KKR,RR,4.0,0,28,2,7.00,rajasthan-royals-vs-kolkata-knight-riders-13th-match-419118,2010
Ishant Sharma,KKR,RR,4.0,0,33,2,8.25,rajasthan-royals-vs-kolkata-knight-riders-13th-match-419118,2010
Shane Bond,KKR,RR,4.0,0,32,2,8.00,rajasthan-royals-vs-kolkata-knight-riders-13th-match-419118,2010
Angelo Mathews,KKR,RR,3.0,0,33,0,11.00,rajasthan-royals-vs-kolkata-knight-riders-13th-match-419118,2010
Murali Kartik,KKR,RR,4.0,0,25,0,6.25,rajasthan-royals-vs-kolkata-knight-riders-13th-match-419118,2010
Brad Hodge,KKR,RR,1.0,0,12,0,12.00,rajasthan-royals-vs-kolkata-knight-riders-13th-match-419118,2010
Yusuf Pathan,RR,KKR,4.0,0,23,2,5.75,rajasthan-royals-vs-kolkata-knight-riders-13th-match-419118,2010
Shaun Tait,RR,KKR,4.0,0,29,0,7.25,rajasthan-royals-vs-kolkata-knight-riders-13th-match-419118,2010
Munaf Patel,RR,KKR,3.0,0,20,1,6.66,rajasthan-royals-vs-kolkata-knight-riders-13th-match-419118,2010
Siddharth Trivedi,RR,KKR,4.0,0,26,1,6.50,rajasthan-royals-vs-kolkata-knight-riders-13th-match-419118,2010
Adam Voges,RR,KKR,1.0,0,5,0,5.00,rajasthan-royals-vs-kolkata-knight-riders-13th-match-419118,2010
Shane Warne,RR,KKR,4.0,0,27,0,6.75,rajasthan-royals-vs-kolkata-knight-riders-13th-match-419118,2010
Praveen Kumar,RCB,MI,4.0,0,37,1,9.25,mumbai-indians-vs-royal-challengers-bangalore-14th-match-419119,2010
Dale Steyn,RCB,MI,4.0,0,26,3,6.50,mumbai-indians-vs-royal-challengers-bangalore-14th-match-419119,2010
Jacques Kallis,RCB,MI,4.0,0,35,1,8.75,mumbai-indians-vs-royal-challengers-bangalore-14th-match-419119,2010
Vinay Kumar,RCB,MI,4.0,0,25,3,6.25,mumbai-indians-vs-royal-challengers-bangalore-14th-match-419119,2010
Anil Kumble,RCB,MI,4.0,0,18,1,4.50,mumbai-indians-vs-royal-challengers-bangalore-14th-match-419119,2010
Zaheer Khan,MI,RCB,4.0,0,18,1,4.50,mumbai-indians-vs-royal-challengers-bangalore-14th-match-419119,2010
Lasith Malinga,MI,RCB,4.0,0,25,0,6.25,mumbai-indians-vs-royal-challengers-bangalore-14th-match-419119,2010
Dwayne Bravo,MI,RCB,3.1,0,35,0,11.05,mumbai-indians-vs-royal-challengers-bangalore-14th-match-419119,2010
Kieron Pollard,MI,RCB,2.0,0,24,0,12.00,mumbai-indians-vs-royal-challengers-bangalore-14th-match-419119,2010
Harbhajan Singh,MI,RCB,4.0,0,35,1,8.75,mumbai-indians-vs-royal-challengers-bangalore-14th-match-419119,2010
Sanath Jayasuriya,MI,RCB,2.0,0,16,0,8.00,mumbai-indians-vs-royal-challengers-bangalore-14th-match-419119,2010
Amit Mishra,DC,SRH,3.0,0,12,1,4.00,deccan-chargers-vs-delhi-daredevils-15th-match-419120,2010
Dirk Nannes,DC,SRH,4.0,0,39,1,9.75,deccan-chargers-vs-delhi-daredevils-15th-match-419120,2010
Yogesh Nagar,DC,SRH,3.0,0,28,1,9.33,deccan-chargers-vs-delhi-daredevils-15th-match-419120,2010
Sarabjit Ladda,DC,SRH,2.0,0,20,1,10.00,deccan-chargers-vs-delhi-daredevils-15th-match-419120,2010
Umesh Yadav,DC,SRH,4.0,0,36,0,9.00,deccan-chargers-vs-delhi-daredevils-15th-match-419120,2010
Moises Henriques,DC,SRH,4.0,0,35,1,8.75,deccan-chargers-vs-delhi-daredevils-15th-match-419120,2010
Chaminda Vaas,SRH,DC,4.0,0,21,1,5.25,deccan-chargers-vs-delhi-daredevils-15th-match-419120,2010
RP Singh,SRH,DC,3.0,0,31,0,10.33,deccan-chargers-vs-delhi-daredevils-15th-match-419120,2010
Pragyan Ojha,SRH,DC,4.0,0,36,1,9.00,deccan-chargers-vs-delhi-daredevils-15th-match-419120,2010
Rohit Sharma,SRH,DC,1.0,0,7,0,7.00,deccan-chargers-vs-delhi-daredevils-15th-match-419120,2010
Rahul Sharma,SRH,DC,4.0,0,42,2,10.50,deccan-chargers-vs-delhi-daredevils-15th-match-419120,2010
Andrew Symonds,SRH,DC,4.0,0,21,3,5.25,deccan-chargers-vs-delhi-daredevils-15th-match-419120,2010
Albie Morkel,CSK,PBKS,4.0,0,23,2,5.75,chennai-super-kings-vs-kings-xi-punjab-16th-match-419121,2010
Manpreet Gony,CSK,PBKS,2.0,0,20,0,10.00,chennai-super-kings-vs-kings-xi-punjab-16th-match-419121,2010
Ravichandran Ashwin,CSK,PBKS,4.0,0,32,0,8.00,chennai-super-kings-vs-kings-xi-punjab-16th-match-419121,2010
Lakshmipathy Balaji,CSK,PBKS,4.0,0,29,1,7.25,chennai-super-kings-vs-kings-xi-punjab-16th-match-419121,2010
Muthiah Muralidaran,CSK,PBKS,4.0,0,16,3,4.00,chennai-super-kings-vs-kings-xi-punjab-16th-match-419121,2010
Justin Kemp,CSK,PBKS,0.1,0,1,0,6.00,chennai-super-kings-vs-kings-xi-punjab-16th-match-419121,2010
Suresh Raina,CSK,PBKS,1.5,0,13,0,7.09,chennai-super-kings-vs-kings-xi-punjab-16th-match-419121,2010
Irfan Pathan,PBKS,CSK,3.0,0,22,1,7.33,chennai-super-kings-vs-kings-xi-punjab-16th-match-419121,2010
Ramesh Powar,PBKS,CSK,4.0,0,22,1,5.50,chennai-super-kings-vs-kings-xi-punjab-16th-match-419121,2010
Shalabh Srivastava,PBKS,CSK,3.0,0,25,0,8.33,chennai-super-kings-vs-kings-xi-punjab-16th-match-419121,2010
Rusty Theron,PBKS,CSK,4.0,0,17,2,4.25,chennai-super-kings-vs-kings-xi-punjab-16th-match-419121,2010
Piyush Chawla,PBKS,CSK,4.0,0,27,1,6.75,chennai-super-kings-vs-kings-xi-punjab-16th-match-419121,2010
Yuvraj Singh,PBKS,CSK,2.0,0,18,1,9.00,chennai-super-kings-vs-kings-xi-punjab-16th-match-419121,2010
Lasith Malinga,MI,KKR,4.0,0,28,0,7.00,mumbai-indians-vs-kolkata-knight-riders-17th-match-419122,2010
Zaheer Khan,MI,KKR,4.0,0,27,2,6.75,mumbai-indians-vs-kolkata-knight-riders-17th-match-419122,2010
Ryan McLaren,MI,KKR,4.0,0,38,0,9.50,mumbai-indians-vs-kolkata-knight-riders-17th-match-419122,2010
Dwayne Bravo,MI,KKR,4.0,0,36,0,9.00,mumbai-indians-vs-kolkata-knight-riders-17th-match-419122,2010
Harbhajan Singh,MI,KKR,4.0,0,17,1,4.25,mumbai-indians-vs-kolkata-knight-riders-17th-match-419122,2010
Shane Bond,KKR,MI,3.0,0,31,0,10.33,mumbai-indians-vs-kolkata-knight-riders-17th-match-419122,2010
Ishant Sharma,KKR,MI,4.0,0,44,2,11.00,mumbai-indians-vs-kolkata-knight-riders-17th-match-419122,2010
Chris Gayle,KKR,MI,4.0,0,31,0,7.75,mumbai-indians-vs-kolkata-knight-riders-17th-match-419122,2010
Murali Kartik,KKR,MI,4.0,0,21,1,5.25,mumbai-indians-vs-kolkata-knight-riders-17th-match-419122,2010
Angelo Mathews,KKR,MI,3.3,0,29,0,8.28,mumbai-indians-vs-kolkata-knight-riders-17th-match-419122,2010
Albie Morkel,CSK,RCB,4.0,0,28,1,7.00,royal-challengers-bangalore-vs-chennai-super-kings-18th-match-419123,2010
Sudeep Tyagi,CSK,RCB,4.0,0,19,0,4.75,royal-challengers-bangalore-vs-chennai-super-kings-18th-match-419123,2010
Lakshmipathy Balaji,CSK,RCB,4.0,0,49,1,12.25,royal-challengers-bangalore-vs-chennai-super-kings-18th-match-419123,2010
Muthiah Muralidaran,CSK,RCB,4.0,0,25,3,6.25,royal-challengers-bangalore-vs-chennai-super-kings-18th-match-419123,2010
Ravichandran Ashwin,CSK,RCB,4.0,0,40,0,10.00,royal-challengers-bangalore-vs-chennai-super-kings-18th-match-419123,2010
Praveen Kumar,RCB,CSK,4.0,0,21,1,5.25,royal-challengers-bangalore-vs-chennai-super-kings-18th-match-419123,2010
Dale Steyn,RCB,CSK,4.0,0,25,0,6.25,royal-challengers-bangalore-vs-chennai-super-kings-18th-match-419123,2010
Anil Kumble,RCB,CSK,4.0,0,15,1,3.75,royal-challengers-bangalore-vs-chennai-super-kings-18th-match-419123,2010
Jacques Kallis,RCB,CSK,4.0,0,29,0,7.25,royal-challengers-bangalore-vs-chennai-super-kings-18th-match-419123,2010
Vinay Kumar,RCB,CSK,4.0,0,40,4,10.00,royal-challengers-bangalore-vs-chennai-super-kings-18th-match-419123,2010
Irfan Pathan,PBKS,RR,4.0,0,45,0,11.25,kings-xi-punjab-vs-rajasthan-royals-19th-match-419124,2010
Sreesanth,PBKS,RR,3.0,0,20,1,6.66,kings-xi-punjab-vs-rajasthan-royals-19th-match-419124,2010
Shalabh Srivastava,PBKS,RR,4.0,0,49,1,12.25,kings-xi-punjab-vs-rajasthan-royals-19th-match-419124,2010
Rusty Theron,PBKS,RR,4.0,0,25,0,6.25,kings-xi-punjab-vs-rajasthan-royals-19th-match-419124,2010
Piyush Chawla,PBKS,RR,4.0,0,29,1,7.25,kings-xi-punjab-vs-rajasthan-royals-19th-match-419124,2010
Yuvraj Singh,PBKS,RR,1.0,0,12,0,12.00,kings-xi-punjab-vs-rajasthan-royals-19th-match-419124,2010
Munaf Patel,RR,PBKS,4.0,0,43,1,10.75,kings-xi-punjab-vs-rajasthan-royals-19th-match-419124,2010
Shaun Tait,RR,PBKS,3.1,0,22,3,6.94,kings-xi-punjab-vs-rajasthan-royals-19th-match-419124,2010
Shane Warne,RR,PBKS,4.0,0,39,1,9.75,kings-xi-punjab-vs-rajasthan-royals-19th-match-419124,2010
Siddharth Trivedi,RR,PBKS,4.0,0,25,2,6.25,kings-xi-punjab-vs-rajasthan-royals-19th-match-419124,2010
Adam Voges,RR,PBKS,2.0,0,12,0,6.00,kings-xi-punjab-vs-rajasthan-royals-19th-match-419124,2010
Yusuf Pathan,RR,PBKS,2.0,0,9,2,4.50,kings-xi-punjab-vs-rajasthan-royals-19th-match-419124,2010
Praveen Kumar,RCB,DC,4.0,0,45,0,11.25,royal-challengers-bangalore-vs-delhi-daredevils-20th-match-419128,2010
Dale Steyn,RCB,DC,4.0,0,42,1,10.50,royal-challengers-bangalore-vs-delhi-daredevils-20th-match-419128,2010
Jacques Kallis,RCB,DC,4.0,0,36,0,9.00,royal-challengers-bangalore-vs-delhi-daredevils-20th-match-419128,2010
Vinay Kumar,RCB,DC,4.0,0,29,1,7.25,royal-challengers-bangalore-vs-delhi-daredevils-20th-match-419128,2010
Anil Kumble,RCB,DC,4.0,0,30,0,7.50,royal-challengers-bangalore-vs-delhi-daredevils-20th-match-419128,2010
Dirk Nannes,DC,RCB,4.0,0,31,0,7.75,royal-challengers-bangalore-vs-delhi-daredevils-20th-match-419128,2010
Umesh Yadav,DC,RCB,4.0,0,27,1,6.75,royal-challengers-bangalore-vs-delhi-daredevils-20th-match-419128,2010
Pradeep Sangwan,DC,RCB,4.0,0,32,1,8.00,royal-challengers-bangalore-vs-delhi-daredevils-20th-match-419128,2010
Amit Mishra,DC,RCB,4.0,0,23,2,5.75,royal-challengers-bangalore-vs-delhi-daredevils-20th-match-419128,2010
Andrew McDonald,DC,RCB,4.0,0,42,2,10.50,royal-challengers-bangalore-vs-delhi-daredevils-20th-match-419128,2010
Ryan McLaren,MI,CSK,4.0,0,23,1,5.75,mumbai-indians-vs-chennai-super-kings-21st-match-419125,2010
Zaheer Khan,MI,CSK,4.0,0,45,0,11.25,mumbai-indians-vs-chennai-super-kings-21st-match-419125,2010
Harbhajan Singh,MI,CSK,4.0,0,25,1,6.25,mumbai-indians-vs-chennai-super-kings-21st-match-419125,2010
Dwayne Bravo,MI,CSK,4.0,0,42,0,10.50,mumbai-indians-vs-chennai-super-kings-21st-match-419125,2010
Lasith Malinga,MI,CSK,4.0,0,41,0,10.25,mumbai-indians-vs-chennai-super-kings-21st-match-419125,2010
Albie Morkel,CSK,MI,4.0,0,26,0,6.50,mumbai-indians-vs-chennai-super-kings-21st-match-419125,2010
Lakshmipathy Balaji,CSK,MI,4.0,0,47,1,11.75,mumbai-indians-vs-chennai-super-kings-21st-match-419125,2010
Joginder Sharma,CSK,MI,2.0,0,23,1,11.50,mumbai-indians-vs-chennai-super-kings-21st-match-419125,2010
Shadab Jakati,CSK,MI,4.0,0,30,1,7.50,mumbai-indians-vs-chennai-super-kings-21st-match-419125,2010
Muthiah Muralidaran,CSK,MI,4.0,0,32,2,8.00,mumbai-indians-vs-chennai-super-kings-21st-match-419125,2010
Thisara Perera,CSK,MI,1.0,0,19,0,19.00,mumbai-indians-vs-chennai-super-kings-21st-match-419125,2010
Sumit Narwal,RR,SRH,4.0,0,35,2,8.75,rajasthan-royals-vs-deccan-chargers-22nd-match-419126,2010
Abhishek Jhunjhunwala,RR,SRH,1.0,0,16,0,16.00,rajasthan-royals-vs-deccan-chargers-22nd-match-419126,2010
Siddharth Trivedi,RR,SRH,3.0,0,35,0,11.66,rajasthan-royals-vs-deccan-chargers-22nd-match-419126,2010
Shaun Tait,RR,SRH,4.0,0,22,3,5.50,rajasthan-royals-vs-deccan-chargers-22nd-match-419126,2010
Shane Warne,RR,SRH,4.0,0,15,1,3.75,rajasthan-royals-vs-deccan-chargers-22nd-match-419126,2010
Yusuf Pathan,RR,SRH,2.0,0,12,0,6.00,rajasthan-royals-vs-deccan-chargers-22nd-match-419126,2010
Adam Voges,RR,SRH,2.0,0,9,0,4.50,rajasthan-royals-vs-deccan-chargers-22nd-match-419126,2010
Chaminda Vaas,SRH,RR,3.0,0,29,0,9.66,rajasthan-royals-vs-deccan-chargers-22nd-match-419126,2010
RP Singh,SRH,RR,2.0,0,22,0,11.00,rajasthan-royals-vs-deccan-chargers-22nd-match-419126,2010
Rohit Sharma,SRH,RR,2.0,0,17,0,8.50,rajasthan-royals-vs-deccan-chargers-22nd-match-419126,2010
Rahul Sharma,SRH,RR,3.4,0,30,0,8.18,rajasthan-royals-vs-deccan-chargers-22nd-match-419126,2010
Pragyan Ojha,SRH,RR,3.0,0,40,1,13.33,rajasthan-royals-vs-deccan-chargers-22nd-match-419126,2010
Andrew Symonds,SRH,RR,2.0,0,9,0,4.50,rajasthan-royals-vs-deccan-chargers-22nd-match-419126,2010
Brett Lee,PBKS,KKR,4.0,0,39,0,9.75,kings-xi-punjab-vs-kolkata-knight-riders-23rd-match-419127,2010
Irfan Pathan,PBKS,KKR,4.0,0,42,2,10.50,kings-xi-punjab-vs-kolkata-knight-riders-23rd-match-419127,2010
Shalabh Srivastava,PBKS,KKR,3.0,0,23,2,7.66,kings-xi-punjab-vs-kolkata-knight-riders-23rd-match-419127,2010
Vikramjeet Malik,PBKS,KKR,3.0,0,18,0,6.00,kings-xi-punjab-vs-kolkata-knight-riders-23rd-match-419127,2010
Piyush Chawla,PBKS,KKR,4.0,0,35,1,8.75,kings-xi-punjab-vs-kolkata-knight-riders-23rd-match-419127,2010
Ravi Bopara,PBKS,KKR,2.0,0,18,0,9.00,kings-xi-punjab-vs-kolkata-knight-riders-23rd-match-419127,2010
Shane Bond,KKR,PBKS,4.0,0,24,2,6.00,kings-xi-punjab-vs-kolkata-knight-riders-23rd-match-419127,2010
Ashok Dinda,KKR,PBKS,2.0,0,19,0,9.50,kings-xi-punjab-vs-kolkata-knight-riders-23rd-match-419127,2010
Chris Gayle,KKR,PBKS,3.0,0,23,1,7.66,kings-xi-punjab-vs-kolkata-knight-riders-23rd-match-419127,2010
Ajit Agarkar,KKR,PBKS,4.0,0,32,2,8.00,kings-xi-punjab-vs-kolkata-knight-riders-23rd-match-419127,2010
Iqbal Abdulla,KKR,PBKS,2.0,0,12,0,6.00,kings-xi-punjab-vs-kolkata-knight-riders-23rd-match-419127,2010
Angelo Mathews,KKR,PBKS,4.0,0,26,1,6.50,kings-xi-punjab-vs-kolkata-knight-riders-23rd-match-419127,2010
David Hussey,KKR,PBKS,1.0,0,7,0,7.00,kings-xi-punjab-vs-kolkata-knight-riders-23rd-match-419127,2010
Albie Morkel,CSK,RR,4.0,0,46,2,11.50,rajasthan-royals-vs-chennai-super-kings-24th-match-419129,2010
Thilan Thushara,CSK,RR,4.0,0,28,2,7.00,rajasthan-royals-vs-chennai-super-kings-24th-match-419129,2010
Muthiah Muralidaran,CSK,RR,4.0,0,34,0,8.50,rajasthan-royals-vs-chennai-super-kings-24th-match-419129,2010
Joginder Sharma,CSK,RR,2.0,0,23,0,11.50,rajasthan-royals-vs-chennai-super-kings-24th-match-419129,2010
Suresh Raina,CSK,RR,2.0,0,15,0,7.50,rajasthan-royals-vs-chennai-super-kings-24th-match-419129,2010
Shadab Jakati,CSK,RR,4.0,0,30,2,7.50,rajasthan-royals-vs-chennai-super-kings-24th-match-419129,2010
Yusuf Pathan,RR,CSK,4.0,0,26,1,6.50,rajasthan-royals-vs-chennai-super-kings-24th-match-419129,2010
Sumit Narwal,RR,CSK,3.0,0,49,0,16.33,rajasthan-royals-vs-chennai-super-kings-24th-match-419129,2010
Shaun Tait,RR,CSK,4.0,0,22,2,5.50,rajasthan-royals-vs-chennai-super-kings-24th-match-419129,2010
Shane Warne,RR,CSK,4.0,0,34,1,8.50,rajasthan-royals-vs-chennai-super-kings-24th-match-419129,2010
Siddharth Trivedi,RR,CSK,4.0,0,18,0,4.50,rajasthan-royals-vs-chennai-super-kings-24th-match-419129,2010
Adam Voges,RR,CSK,1.0,0,8,0,8.00,rajasthan-royals-vs-chennai-super-kings-24th-match-419129,2010
Kemar Roach,SRH,MI,4.0,0,32,0,8.00,deccan-chargers-vs-mumbai-indians-25th-match-419130,2010
Jaskaran Singh,SRH,MI,3.0,0,30,2,10.00,deccan-chargers-vs-mumbai-indians-25th-match-419130,2010
Pragyan Ojha,SRH,MI,4.0,0,24,2,6.00,deccan-chargers-vs-mumbai-indians-25th-match-419130,2010
RP Singh,SRH,MI,4.0,0,31,3,7.75,deccan-chargers-vs-mumbai-indians-25th-match-419130,2010
Andrew Symonds,SRH,MI,4.0,0,40,0,10.00,deccan-chargers-vs-mumbai-indians-25th-match-419130,2010
Rohit Sharma,SRH,MI,1.0,0,14,0,14.00,deccan-chargers-vs-mumbai-indians-25th-match-419130,2010
Harbhajan Singh,MI,SRH,4.0,0,31,3,7.75,deccan-chargers-vs-mumbai-indians-25th-match-419130,2010
Ryan McLaren,MI,SRH,3.0,0,24,0,8.00,deccan-chargers-vs-mumbai-indians-25th-match-419130,2010
Zaheer Khan,MI,SRH,3.0,0,21,3,7.00,deccan-chargers-vs-mumbai-indians-25th-match-419130,2010
Lasith Malinga,MI,SRH,3.4,0,12,3,3.27,deccan-chargers-vs-mumbai-indians-25th-match-419130,2010
Dwayne Bravo,MI,SRH,2.0,0,16,0,8.00,deccan-chargers-vs-mumbai-indians-25th-match-419130,2010
Kieron Pollard,MI,SRH,2.0,0,20,1,10.00,deccan-chargers-vs-mumbai-indians-25th-match-419130,2010
Chris Gayle,KKR,DC,4.0,0,38,1,9.50,delhi-daredevils-vs-kolkata-knight-riders-26th-match-419131,2010
Charl Langeveldt,KKR,DC,3.0,0,35,2,11.66,delhi-daredevils-vs-kolkata-knight-riders-26th-match-419131,2010
Ishant Sharma,KKR,DC,1.0,0,17,1,17.00,delhi-daredevils-vs-kolkata-knight-riders-26th-match-419131,2010
David Hussey,KKR,DC,4.0,0,24,0,6.00,delhi-daredevils-vs-kolkata-knight-riders-26th-match-419131,2010
Angelo Mathews,KKR,DC,2.0,0,11,0,5.50,delhi-daredevils-vs-kolkata-knight-riders-26th-match-419131,2010
Murali Kartik,KKR,DC,4.0,0,26,0,6.50,delhi-daredevils-vs-kolkata-knight-riders-26th-match-419131,2010
Ajit Agarkar,KKR,DC,2.0,0,26,0,13.00,delhi-daredevils-vs-kolkata-knight-riders-26th-match-419131,2010
Dirk Nannes,DC,KKR,3.1,0,15,1,4.73,delhi-daredevils-vs-kolkata-knight-riders-26th-match-419131,2010
Andrew McDonald,DC,KKR,4.0,0,37,2,9.25,delhi-daredevils-vs-kolkata-knight-riders-26th-match-419131,2010
Amit Mishra,DC,KKR,4.0,0,18,1,4.50,delhi-daredevils-vs-kolkata-knight-riders-26th-match-419131,2010
Rajat Bhatia,DC,KKR,4.0,0,28,1,7.00,delhi-daredevils-vs-kolkata-knight-riders-26th-match-419131,2010
Umesh Yadav,DC,KKR,4.0,0,27,2,6.75,delhi-daredevils-vs-kolkata-knight-riders-26th-match-419131,2010
Paul Collingwood,DC,KKR,0.5,0,7,1,8.40,delhi-daredevils-vs-kolkata-knight-riders-26th-match-419131,2010
Ryan McLaren,MI,PBKS,3.0,0,29,0,9.66,mumbai-indians-vs-kings-xi-punjab-27th-match-419132,2010
Zaheer Khan,MI,PBKS,4.0,0,34,3,8.50,mumbai-indians-vs-kings-xi-punjab-27th-match-419132,2010
Lasith Malinga,MI,PBKS,4.0,0,22,4,5.50,mumbai-indians-vs-kings-xi-punjab-27th-match-419132,2010
Harbhajan Singh,MI,PBKS,4.0,0,26,0,6.50,mumbai-indians-vs-kings-xi-punjab-27th-match-419132,2010
Kieron Pollard,MI,PBKS,2.0,0,20,0,10.00,mumbai-indians-vs-kings-xi-punjab-27th-match-419132,2010
Dwayne Bravo,MI,PBKS,3.0,0,22,1,7.33,mumbai-indians-vs-kings-xi-punjab-27th-match-419132,2010
Brett Lee,PBKS,MI,2.3,0,24,0,9.60,mumbai-indians-vs-kings-xi-punjab-27th-match-419132,2010
Shalabh Srivastava,PBKS,MI,4.0,0,27,1,6.75,mumbai-indians-vs-kings-xi-punjab-27th-match-419132,2010
Irfan Pathan,PBKS,MI,3.0,0,20,1,6.66,mumbai-indians-vs-kings-xi-punjab-27th-match-419132,2010
Vikramjeet Malik,PBKS,MI,2.0,0,21,0,10.50,mumbai-indians-vs-kings-xi-punjab-27th-match-419132,2010
Piyush Chawla,PBKS,MI,3.0,0,32,1,10.66,mumbai-indians-vs-kings-xi-punjab-27th-match-419132,2010
Karan Goel,PBKS,MI,1.0,0,7,0,7.00,mumbai-indians-vs-kings-xi-punjab-27th-match-419132,2010
Ravi Bopara,PBKS,MI,4.0,0,31,3,7.75,mumbai-indians-vs-kings-xi-punjab-27th-match-419132,2010
Thilan Thushara,CSK,RCB,4.0,0,30,1,7.50,chennai-super-kings-vs-royal-challengers-bangalore-28th-match-419133,2010
Manpreet Gony,CSK,RCB,3.0,0,39,0,13.00,chennai-super-kings-vs-royal-challengers-bangalore-28th-match-419133,2010
Albie Morkel,CSK,RCB,4.0,0,40,0,10.00,chennai-super-kings-vs-royal-challengers-bangalore-28th-match-419133,2010
Shadab Jakati,CSK,RCB,4.0,1,17,2,4.25,chennai-super-kings-vs-royal-challengers-bangalore-28th-match-419133,2010
Muthiah Muralidaran,CSK,RCB,4.0,0,21,0,5.25,chennai-super-kings-vs-royal-challengers-bangalore-28th-match-419133,2010
Chandrasekar Ganapathy,CSK,RCB,1.0,0,13,0,13.00,chennai-super-kings-vs-royal-challengers-bangalore-28th-match-419133,2010
Praveen Kumar,RCB,CSK,3.0,0,42,0,14.00,chennai-super-kings-vs-royal-challengers-bangalore-28th-match-419133,2010
Dale Steyn,RCB,CSK,4.0,0,20,1,5.00,chennai-super-kings-vs-royal-challengers-bangalore-28th-match-419133,2010
Anil Kumble,RCB,CSK,4.0,0,16,1,4.00,chennai-super-kings-vs-royal-challengers-bangalore-28th-match-419133,2010
Jacques Kallis,RCB,CSK,3.0,0,21,1,7.00,chennai-super-kings-vs-royal-challengers-bangalore-28th-match-419133,2010
Kevin Pietersen,RCB,CSK,2.0,0,26,1,13.00,chennai-super-kings-vs-royal-challengers-bangalore-28th-match-419133,2010
Vinay Kumar,RCB,CSK,3.0,0,31,1,10.33,chennai-super-kings-vs-royal-challengers-bangalore-28th-match-419133,2010
Yusuf Pathan,RR,DC,3.0,0,25,0,8.33,delhi-daredevils-vs-rajasthan-royals-29th-match-419134,2010
Sumit Narwal,RR,DC,4.0,0,36,3,9.00,delhi-daredevils-vs-rajasthan-royals-29th-match-419134,2010
