name,team,opposition,overs,maidens,runs,wickets,economy,match_id,year
Washington Sundar,RCB,CSK,3.0,0,16,2,5.33,chennai-super-kings-vs-royal-challengers-bangalore-25th-match-1216525,2020
Yuzvendra Chahal,RCB,CSK,4.0,0,35,1,8.75,chennai-super-kings-vs-royal-challengers-bangalore-25th-match-1216525,2020
Shivam Dube,RCB,CSK,1.0,0,14,0,14.00,chennai-super-kings-vs-royal-challengers-bangalore-25th-match-1216525,2020
Jofra Archer,RR,SRH,4.0,0,25,1,6.25,sunrisers-hyderabad-vs-rajasthan-royals-26th-match-1216507,2020
Shreyas Gopal,RR,SRH,4.0,0,31,0,7.75,sunrisers-hyderabad-vs-rajasthan-royals-26th-match-1216507,2020
Kartik Tyagi,RR,SRH,3.0,0,29,1,9.66,sunrisers-hyderabad-vs-rajasthan-royals-26th-match-1216507,2020
Jaydev Unadkat,RR,SRH,4.0,0,31,1,7.75,sunrisers-hyderabad-vs-rajasthan-royals-26th-match-1216507,2020
Rahul Tewatia,RR,SRH,4.0,0,35,0,8.75,sunrisers-hyderabad-vs-rajasthan-royals-26th-match-1216507,2020
Ben Stokes,RR,SRH,1.0,0,7,0,7.00,sunrisers-hyderabad-vs-rajasthan-royals-26th-match-1216507,2020
Sandeep Sharma,SRH,RR,4.0,0,32,0,8.00,sunrisers-hyderabad-vs-rajasthan-royals-26th-match-1216507,2020
Khaleel Ahmed,SRH,RR,3.5,0,37,2,9.65,sunrisers-hyderabad-vs-rajasthan-royals-26th-match-1216507,2020
T Natarajan,SRH,RR,4.0,1,32,0,8.00,sunrisers-hyderabad-vs-rajasthan-royals-26th-match-1216507,2020
Abhishek Sharma,SRH,RR,1.0,0,11,0,11.00,sunrisers-hyderabad-vs-rajasthan-royals-26th-match-1216507,2020
Rashid Khan,SRH,RR,4.0,0,25,2,6.25,sunrisers-hyderabad-vs-rajasthan-royals-26th-match-1216507,2020
Vijay Shankar,SRH,RR,3.0,0,22,0,7.33,sunrisers-hyderabad-vs-rajasthan-royals-26th-match-1216507,2020
Trent Boult,MI,DC,4.0,0,36,1,9.00,mumbai-indians-vs-delhi-capitals-27th-match-1216529,2020
James Pattinson,MI,DC,3.0,0,37,0,12.33,mumbai-indians-vs-delhi-capitals-27th-match-1216529,2020
Jasprit Bumrah,MI,DC,4.0,0,26,0,6.50,mumbai-indians-vs-delhi-capitals-27th-match-1216529,2020
Krunal Pandya,MI,DC,4.0,0,26,2,6.50,mumbai-indians-vs-delhi-capitals-27th-match-1216529,2020
Kieron Pollard,MI,DC,1.0,0,10,0,10.00,mumbai-indians-vs-delhi-capitals-27th-match-1216529,2020
Rahul Chahar,MI,DC,4.0,0,27,0,6.75,mumbai-indians-vs-delhi-capitals-27th-match-1216529,2020
Kagiso Rabada,DC,MI,4.0,0,28,2,7.00,mumbai-indians-vs-delhi-capitals-27th-match-1216529,2020
Anrich Nortje,DC,MI,4.0,0,28,0,7.00,mumbai-indians-vs-delhi-capitals-27th-match-1216529,2020
Axar Patel,DC,MI,3.0,0,24,1,8.00,mumbai-indians-vs-delhi-capitals-27th-match-1216529,2020
Ravichandran Ashwin,DC,MI,4.0,0,35,1,8.75,mumbai-indians-vs-delhi-capitals-27th-match-1216529,2020
Harshal Patel,DC,MI,2.0,0,20,0,10.00,mumbai-indians-vs-delhi-capitals-27th-match-1216529,2020
Marcus Stoinis,DC,MI,2.4,0,31,1,11.62,mumbai-indians-vs-delhi-capitals-27th-match-1216529,2020
Pat Cummins,KKR,RCB,4.0,0,38,0,9.50,royal-challengers-bangalore-vs-kolkata-knight-riders-28th-match-1216540,2020
Prasidh Krishna,KKR,RCB,4.0,0,42,1,10.50,royal-challengers-bangalore-vs-kolkata-knight-riders-28th-match-1216540,2020
Andre Russell,KKR,RCB,4.0,0,51,1,12.75,royal-challengers-bangalore-vs-kolkata-knight-riders-28th-match-1216540,2020
Varun Chakravarthy,KKR,RCB,4.0,0,25,0,6.25,royal-challengers-bangalore-vs-kolkata-knight-riders-28th-match-1216540,2020
Kamlesh Nagarkoti,KKR,RCB,4.0,0,36,0,9.00,royal-challengers-bangalore-vs-kolkata-knight-riders-28th-match-1216540,2020
Chris Morris,RCB,KKR,4.0,0,17,2,4.25,royal-challengers-bangalore-vs-kolkata-knight-riders-28th-match-1216540,2020
Navdeep Saini,RCB,KKR,3.0,0,17,1,5.66,royal-challengers-bangalore-vs-kolkata-knight-riders-28th-match-1216540,2020
Mohammed Siraj,RCB,KKR,3.0,0,24,1,8.00,royal-challengers-bangalore-vs-kolkata-knight-riders-28th-match-1216540,2020
Washington Sundar,RCB,KKR,4.0,0,20,2,5.00,royal-challengers-bangalore-vs-kolkata-knight-riders-28th-match-1216540,2020
Yuzvendra Chahal,RCB,KKR,4.0,0,12,1,3.00,royal-challengers-bangalore-vs-kolkata-knight-riders-28th-match-1216540,2020
Isuru Udana,RCB,KKR,2.0,0,19,1,9.50,royal-challengers-bangalore-vs-kolkata-knight-riders-28th-match-1216540,2020
Sandeep Sharma,SRH,CSK,4.0,0,19,2,4.75,sunrisers-hyderabad-vs-chennai-super-kings-29th-match-1216528,2020
Khaleel Ahmed,SRH,CSK,4.0,0,45,2,11.25,sunrisers-hyderabad-vs-chennai-super-kings-29th-match-1216528,2020
Shahbaz Nadeem,SRH,CSK,4.0,0,29,0,7.25,sunrisers-hyderabad-vs-chennai-super-kings-29th-match-1216528,2020
T Natarajan,SRH,CSK,4.0,0,41,2,10.25,sunrisers-hyderabad-vs-chennai-super-kings-29th-match-1216528,2020
Rashid Khan,SRH,CSK,4.0,0,30,0,7.50,sunrisers-hyderabad-vs-chennai-super-kings-29th-match-1216528,2020
Deepak Chahar,CSK,SRH,4.0,0,28,0,7.00,sunrisers-hyderabad-vs-chennai-super-kings-29th-match-1216528,2020
Sam Curran,CSK,SRH,3.0,0,18,1,6.00,sunrisers-hyderabad-vs-chennai-super-kings-29th-match-1216528,2020
Ravindra Jadeja,CSK,SRH,3.0,0,21,1,7.00,sunrisers-hyderabad-vs-chennai-super-kings-29th-match-1216528,2020
Shardul Thakur,CSK,SRH,2.0,0,10,1,5.00,sunrisers-hyderabad-vs-chennai-super-kings-29th-match-1216528,2020
Karn Sharma,CSK,SRH,4.0,0,37,2,9.25,sunrisers-hyderabad-vs-chennai-super-kings-29th-match-1216528,2020
Dwayne Bravo,CSK,SRH,3.0,0,25,2,8.33,sunrisers-hyderabad-vs-chennai-super-kings-29th-match-1216528,2020
Piyush Chawla,CSK,SRH,1.0,0,8,0,8.00,sunrisers-hyderabad-vs-chennai-super-kings-29th-match-1216528,2020
Jofra Archer,RR,DC,4.0,0,19,3,4.75,delhi-capitals-vs-rajasthan-royals-30th-match-1216543,2020
Jaydev Unadkat,RR,DC,3.0,0,32,2,10.66,delhi-capitals-vs-rajasthan-royals-30th-match-1216543,2020
Kartik Tyagi,RR,DC,4.0,0,30,1,7.50,delhi-capitals-vs-rajasthan-royals-30th-match-1216543,2020
Ben Stokes,RR,DC,2.0,0,24,0,12.00,delhi-capitals-vs-rajasthan-royals-30th-match-1216543,2020
Shreyas Gopal,RR,DC,4.0,0,31,1,7.75,delhi-capitals-vs-rajasthan-royals-30th-match-1216543,2020
Rahul Tewatia,RR,DC,3.0,0,23,0,7.66,delhi-capitals-vs-rajasthan-royals-30th-match-1216543,2020
Kagiso Rabada,DC,RR,4.0,0,28,1,7.00,delhi-capitals-vs-rajasthan-royals-30th-match-1216543,2020
Tushar Deshpande,DC,RR,4.0,0,37,2,9.25,delhi-capitals-vs-rajasthan-royals-30th-match-1216543,2020
Anrich Nortje,DC,RR,4.0,0,33,2,8.25,delhi-capitals-vs-rajasthan-royals-30th-match-1216543,2020
Ravichandran Ashwin,DC,RR,4.0,0,17,1,4.25,delhi-capitals-vs-rajasthan-royals-30th-match-1216543,2020
Axar Patel,DC,RR,4.0,0,32,1,8.00,delhi-capitals-vs-rajasthan-royals-30th-match-1216543,2020
Glenn Maxwell,PBKS,RCB,4.0,0,28,0,7.00,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-1216531,2020
Mohammed Shami,PBKS,RCB,4.0,0,45,2,11.25,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-1216531,2020
Arshdeep Singh,PBKS,RCB,2.0,0,20,1,10.00,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-1216531,2020
Ravi Bishnoi,PBKS,RCB,3.0,0,29,0,9.66,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-1216531,2020
Murugan Ashwin,PBKS,RCB,4.0,0,23,2,5.75,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-1216531,2020
Chris Jordan,PBKS,RCB,3.0,0,20,1,6.66,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-1216531,2020
Chris Morris,RCB,PBKS,4.0,0,22,0,5.50,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-1216531,2020
Navdeep Saini,RCB,PBKS,4.0,0,21,0,5.25,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-1216531,2020
Yuzvendra Chahal,RCB,PBKS,3.0,0,35,1,11.66,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-1216531,2020
Isuru Udana,RCB,PBKS,2.0,0,14,0,7.00,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-1216531,2020
Mohammed Siraj,RCB,PBKS,3.0,0,44,0,14.66,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-1216531,2020
Washington Sundar,RCB,PBKS,4.0,0,38,0,9.50,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-1216531,2020
Trent Boult,MI,KKR,4.0,0,32,1,8.00,mumbai-indians-vs-kolkata-knight-riders-32nd-match-1216526,2020
Nathan Coulter-Nile,MI,KKR,4.0,0,51,1,12.75,mumbai-indians-vs-kolkata-knight-riders-32nd-match-1216526,2020
Jasprit Bumrah,MI,KKR,4.0,0,22,1,5.50,mumbai-indians-vs-kolkata-knight-riders-32nd-match-1216526,2020
Krunal Pandya,MI,KKR,4.0,0,23,0,5.75,mumbai-indians-vs-kolkata-knight-riders-32nd-match-1216526,2020
Rahul Chahar,MI,KKR,4.0,0,18,2,4.50,mumbai-indians-vs-kolkata-knight-riders-32nd-match-1216526,2020
Chris Green,KKR,MI,2.5,0,24,0,8.47,mumbai-indians-vs-kolkata-knight-riders-32nd-match-1216526,2020
Pat Cummins,KKR,MI,3.0,0,28,0,9.33,mumbai-indians-vs-kolkata-knight-riders-32nd-match-1216526,2020
Prasidh Krishna,KKR,MI,2.0,0,30,0,15.00,mumbai-indians-vs-kolkata-knight-riders-32nd-match-1216526,2020
Andre Russell,KKR,MI,2.0,0,15,0,7.50,mumbai-indians-vs-kolkata-knight-riders-32nd-match-1216526,2020
Varun Chakravarthy,KKR,MI,4.0,0,23,1,5.75,mumbai-indians-vs-kolkata-knight-riders-32nd-match-1216526,2020
Shivam Mavi,KKR,MI,3.0,0,24,1,8.00,mumbai-indians-vs-kolkata-knight-riders-32nd-match-1216526,2020
Washington Sundar,RCB,RR,3.0,0,25,0,8.33,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,2020
Chris Morris,RCB,RR,4.0,0,26,4,6.50,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,2020
Isuru Udana,RCB,RR,3.0,0,43,0,14.33,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,2020
Navdeep Saini,RCB,RR,4.0,0,30,0,7.50,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,2020
Yuzvendra Chahal,RCB,RR,4.0,0,34,2,8.50,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,2020
Shahbaz Ahmed,RCB,RR,2.0,0,18,0,9.00,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,2020
Jofra Archer,RR,RCB,3.4,0,38,0,10.36,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,2020
Shreyas Gopal,RR,RCB,4.0,0,32,1,8.00,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,2020
Kartik Tyagi,RR,RCB,4.0,0,32,1,8.00,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,2020
Jaydev Unadkat,RR,RCB,4.0,0,46,0,11.50,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,2020
Rahul Tewatia,RR,RCB,4.0,0,30,1,7.50,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,2020
Tushar Deshpande,DC,CSK,4.0,0,39,1,9.75,delhi-capitals-vs-chennai-super-kings-34th-match-1216509,2020
Kagiso Rabada,DC,CSK,4.0,1,33,1,8.25,delhi-capitals-vs-chennai-super-kings-34th-match-1216509,2020
Axar Patel,DC,CSK,4.0,0,23,0,5.75,delhi-capitals-vs-chennai-super-kings-34th-match-1216509,2020
Anrich Nortje,DC,CSK,4.0,0,44,2,11.00,delhi-capitals-vs-chennai-super-kings-34th-match-1216509,2020
Ravichandran Ashwin,DC,CSK,3.0,0,30,0,10.00,delhi-capitals-vs-chennai-super-kings-34th-match-1216509,2020
Marcus Stoinis,DC,CSK,1.0,0,10,0,10.00,delhi-capitals-vs-chennai-super-kings-34th-match-1216509,2020
Deepak Chahar,CSK,DC,4.0,1,18,2,4.50,delhi-capitals-vs-chennai-super-kings-34th-match-1216509,2020
Sam Curran,CSK,DC,4.0,0,35,1,8.75,delhi-capitals-vs-chennai-super-kings-34th-match-1216509,2020
Shardul Thakur,CSK,DC,4.0,0,39,1,9.75,delhi-capitals-vs-chennai-super-kings-34th-match-1216509,2020
Ravindra Jadeja,CSK,DC,1.5,0,35,0,19.09,delhi-capitals-vs-chennai-super-kings-34th-match-1216509,2020
Karn Sharma,CSK,DC,3.0,0,34,0,11.33,delhi-capitals-vs-chennai-super-kings-34th-match-1216509,2020
Dwayne Bravo,CSK,DC,3.0,0,23,1,7.66,delhi-capitals-vs-chennai-super-kings-34th-match-1216509,2020
Sandeep Sharma,SRH,KKR,4.0,0,27,0,6.75,sunrisers-hyderabad-vs-kolkata-knight-riders-35th-match-1216512,2020
Basil Thampi,SRH,KKR,4.0,0,46,1,11.50,sunrisers-hyderabad-vs-kolkata-knight-riders-35th-match-1216512,2020
T Natarajan,SRH,KKR,4.0,0,40,2,10.00,sunrisers-hyderabad-vs-kolkata-knight-riders-35th-match-1216512,2020
Vijay Shankar,SRH,KKR,4.0,0,20,1,5.00,sunrisers-hyderabad-vs-kolkata-knight-riders-35th-match-1216512,2020
Rashid Khan,SRH,KKR,4.0,0,28,1,7.00,sunrisers-hyderabad-vs-kolkata-knight-riders-35th-match-1216512,2020
Pat Cummins,KKR,SRH,4.0,0,28,1,7.00,sunrisers-hyderabad-vs-kolkata-knight-riders-35th-match-1216512,2020
Shivam Mavi,KKR,SRH,3.0,0,34,1,11.33,sunrisers-hyderabad-vs-kolkata-knight-riders-35th-match-1216512,2020
Varun Chakravarthy,KKR,SRH,4.0,0,32,1,8.00,sunrisers-hyderabad-vs-kolkata-knight-riders-35th-match-1216512,2020
Andre Russell,KKR,SRH,2.0,0,29,0,14.50,sunrisers-hyderabad-vs-kolkata-knight-riders-35th-match-1216512,2020
Lockie Ferguson,KKR,SRH,4.0,0,15,3,3.75,sunrisers-hyderabad-vs-kolkata-knight-riders-35th-match-1216512,2020
Kuldeep Yadav,KKR,SRH,3.0,0,18,0,6.00,sunrisers-hyderabad-vs-kolkata-knight-riders-35th-match-1216512,2020
Glenn Maxwell,PBKS,MI,4.0,0,24,0,6.00,mumbai-indians-vs-kings-xi-punjab-36th-match-1216517,2020
Mohammed Shami,PBKS,MI,4.0,0,30,2,7.50,mumbai-indians-vs-kings-xi-punjab-36th-match-1216517,2020
Arshdeep Singh,PBKS,MI,3.0,0,35,2,11.66,mumbai-indians-vs-kings-xi-punjab-36th-match-1216517,2020
Chris Jordan,PBKS,MI,3.0,0,32,1,10.66,mumbai-indians-vs-kings-xi-punjab-36th-match-1216517,2020
Murugan Ashwin,PBKS,MI,3.0,0,28,0,9.33,mumbai-indians-vs-kings-xi-punjab-36th-match-1216517,2020
Deepak Hooda,PBKS,MI,1.0,0,9,0,9.00,mumbai-indians-vs-kings-xi-punjab-36th-match-1216517,2020
Ravi Bishnoi,PBKS,MI,2.0,0,12,1,6.00,mumbai-indians-vs-kings-xi-punjab-36th-match-1216517,2020
Trent Boult,MI,PBKS,4.0,0,48,0,12.00,mumbai-indians-vs-kings-xi-punjab-36th-match-1216517,2020
Krunal Pandya,MI,PBKS,2.0,0,12,0,6.00,mumbai-indians-vs-kings-xi-punjab-36th-match-1216517,2020
Jasprit Bumrah,MI,PBKS,4.0,0,24,3,6.00,mumbai-indians-vs-kings-xi-punjab-36th-match-1216517,2020
Nathan Coulter-Nile,MI,PBKS,4.0,0,33,0,8.25,mumbai-indians-vs-kings-xi-punjab-36th-match-1216517,2020
Kieron Pollard,MI,PBKS,2.0,0,26,0,13.00,mumbai-indians-vs-kings-xi-punjab-36th-match-1216517,2020
Rahul Chahar,MI,PBKS,4.0,0,33,2,8.25,mumbai-indians-vs-kings-xi-punjab-36th-match-1216517,2020
Jofra Archer,RR,CSK,4.0,0,20,1,5.00,chennai-super-kings-vs-rajasthan-royals-37th-match-1216533,2020
Ankit Rajpoot,RR,CSK,1.0,0,8,0,8.00,chennai-super-kings-vs-rajasthan-royals-37th-match-1216533,2020
Kartik Tyagi,RR,CSK,4.0,0,35,1,8.75,chennai-super-kings-vs-rajasthan-royals-37th-match-1216533,2020
Ben Stokes,RR,CSK,3.0,0,27,0,9.00,chennai-super-kings-vs-rajasthan-royals-37th-match-1216533,2020
Shreyas Gopal,RR,CSK,4.0,0,14,1,3.50,chennai-super-kings-vs-rajasthan-royals-37th-match-1216533,2020
Rahul Tewatia,RR,CSK,4.0,0,18,1,4.50,chennai-super-kings-vs-rajasthan-royals-37th-match-1216533,2020
Deepak Chahar,CSK,RR,4.0,1,18,2,4.50,chennai-super-kings-vs-rajasthan-royals-37th-match-1216533,2020
Josh Hazlewood,CSK,RR,4.0,0,19,1,4.75,chennai-super-kings-vs-rajasthan-royals-37th-match-1216533,2020
Ravindra Jadeja,CSK,RR,1.3,0,11,0,7.33,chennai-super-kings-vs-rajasthan-royals-37th-match-1216533,2020
Shardul Thakur,CSK,RR,4.0,0,34,0,8.50,chennai-super-kings-vs-rajasthan-royals-37th-match-1216533,2020
Sam Curran,CSK,RR,1.0,0,6,0,6.00,chennai-super-kings-vs-rajasthan-royals-37th-match-1216533,2020
Piyush Chawla,CSK,RR,3.0,0,32,0,10.66,chennai-super-kings-vs-rajasthan-royals-37th-match-1216533,2020
Glenn Maxwell,PBKS,DC,4.0,0,31,1,7.75,kings-xi-punjab-vs-delhi-capitals-38th-match-1216546,2020
Mohammed Shami,PBKS,DC,4.0,0,28,2,7.00,kings-xi-punjab-vs-delhi-capitals-38th-match-1216546,2020
Arshdeep Singh,PBKS,DC,3.0,0,30,0,10.00,kings-xi-punjab-vs-delhi-capitals-38th-match-1216546,2020
James Neesham,PBKS,DC,2.0,0,17,1,8.50,kings-xi-punjab-vs-delhi-capitals-38th-match-1216546,2020
Murugan Ashwin,PBKS,DC,4.0,0,33,1,8.25,kings-xi-punjab-vs-delhi-capitals-38th-match-1216546,2020
Ravi Bishnoi,PBKS,DC,3.0,0,24,0,8.00,kings-xi-punjab-vs-delhi-capitals-38th-match-1216546,2020
Daniel Sams,DC,PBKS,4.0,0,30,0,7.50,kings-xi-punjab-vs-delhi-capitals-38th-match-1216546,2020
Kagiso Rabada,DC,PBKS,4.0,0,27,2,6.75,kings-xi-punjab-vs-delhi-capitals-38th-match-1216546,2020
Axar Patel,DC,PBKS,4.0,0,27,1,6.75,kings-xi-punjab-vs-delhi-capitals-38th-match-1216546,2020
Tushar Deshpande,DC,PBKS,2.0,0,41,0,20.50,kings-xi-punjab-vs-delhi-capitals-38th-match-1216546,2020
